"Year","Team","Current Conference","Actual Conference","Team State","Team City","Coach","Ranking","Seed","RPI","Score","Opponent Score","Score Bucket","Opponent Score Bucket","Opponent","Overtimes","Round","Region","Season Wins","Season Losses","Automatic/At-Large","Opponent Current Conference","Opponent Actual Conference","Opponent State","Opponent City","Opponent Ranking","Opponent Seed","Opponent RPI","Opponent Region","Location City","Location State","Day of Week","Date","Decade","Wins","Losses"
"1971","Marquette","Big East","Independent","Wisconsin","Milwaukee","McGuire, Al","2","0","0","91","74"," 90 - 99"," 70 - 79","Kentucky","0","Regional Third Place","Mideast","26","0","At Large","Southeastern","Southeastern","Kentucky","Lexington","8","0","0","Mideast","Athens","Georgia","Saturday","March 20","1970-1979","1","0"
"1971","Marquette","Big East","Independent","Wisconsin","Milwaukee","McGuire, Al","2","0","0","62","47"," 60 - 69","  0 - 49","Miami, Ohio","0","Round of 32","Mideast","26","0","At Large","Mid American","Mid American","Ohio","Oxford","0","0","0","Mideast","South Bend","Indiana","Saturday","March 13","1970-1979","1","0"
"1971","Notre Dame","Atlantic Coast","Independent","Indiana","South Bend","Dee, Johnny","12","0","0","102","94","100 or more"," 90 - 99","Texas Christian","0","Round of 32","Midwest","19","7","At Large","Big Twelve","Southwest","Texas","Fort Worth","0","0","0","Midwest","Houston","Texas","Saturday","March 13","1970-1979","1","0"
"1971","Ohio State","Big Ten","Big Ten","Ohio","Columbus","Taylor, Fred","10","0","0","60","59"," 60 - 69"," 50 - 59","Marquette","0","Sweet Sixteen","Mideast","19","5","Automatic","Big East","Independent","Wisconsin","Milwaukee","2","0","0","Mideast","Athens","Georgia","Thursday","March 18","1970-1979","1","0"
"1971","Pacific, California","West Coast","West Coast","California","Stockton","Edwards, Dick","0","0","0","84","81"," 80 - 89"," 80 - 89","Brigham Young","0","Regional Third Place","West","21","5","Automatic","West Coast","Western Athletic","Utah","Provo","20","0","0","West","Salt Lake City","Utah","Saturday","March 20","1970-1979","1","0"
"1971","Pennsylvania","Ivy League","Ivy League","Pennsylvania","Philadelphia","Harter, Dick","3","0","0","70","65"," 70 - 79"," 60 - 69","Duquesne","0","Round of 32","East","26","0","Automatic","Atlantic Ten","Independent","Pennsylvania","Pittsburgh","15","0","0","East","Morgantown","West Virginia","Saturday","March 13","1970-1979","1","0"
"1971","Pennsylvania","Ivy League","Ivy League","Pennsylvania","Philadelphia","Harter, Dick","3","0","0","79","64"," 70 - 79"," 60 - 69","South Carolina","0","Sweet Sixteen","East","26","0","Automatic","Southeastern","Atlantic Coast","South Carolina","Columbia","6","0","0","East","Raleigh","North Carolina","Thursday","March 18","1970-1979","1","0"
"1971","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","91","73"," 90 - 99"," 70 - 79","Brigham Young","0","Sweet Sixteen","West","25","1","Automatic","West Coast","Western Athletic","Utah","Provo","20","0","0","West","Salt Lake City","Utah","Thursday","March 18","1970-1979","1","0"
"1971","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","68","60"," 60 - 69"," 60 - 69","Kansas","0","National Semifinals","West","25","1","Automatic","Big Twelve","Big Eight","Kansas","Lawrence","4","0","0","Midwest","Houston","Texas","Thursday","March 25","1970-1979","1","0"
"1971","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","57","55"," 50 - 59"," 50 - 59","Long Beach State","0","Elite Eight","West","25","1","Automatic","Big West","Big West","California","Long Beach","16","0","0","West","Salt Lake City","Utah","Saturday","March 20","1970-1979","1","0"
"1971","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","68","62"," 60 - 69"," 60 - 69","Villanova","0","National Championship","West","25","1","Automatic","Big East","Independent","Pennsylvania","Philadelphia","18","0","0","East","Houston","Texas","Saturday","March 27","1970-1979","1","0"
"1971","Villanova","Big East","Independent","Pennsylvania","Philadelphia","Kraft, Jack","18","0","0","85","75"," 80 - 89"," 70 - 79","Fordham","0","Sweet Sixteen","East","23","6","At Large","Atlantic Ten","Independent","New York","Bronx","9","0","0","East","Raleigh","North Carolina","Thursday","March 18","1970-1979","1","0"
"1971","Villanova","Big East","Independent","Pennsylvania","Philadelphia","Kraft, Jack","18","0","0","90","47"," 90 - 99","  0 - 49","Pennsylvania","0","Elite Eight","East","23","6","At Large","Ivy League","Ivy League","Pennsylvania","Philadelphia","3","0","0","East","Raleigh","North Carolina","Saturday","March 20","1970-1979","1","0"
"1971","Villanova","Big East","Independent","Pennsylvania","Philadelphia","Kraft, Jack","18","0","0","93","75"," 90 - 99"," 70 - 79","St. Joseph's, Pennsylvania","0","Round of 32","East","23","6","At Large","Atlantic Ten","East Coast","Pennsylvania","Philadelphia","0","0","0","East","Philadelphia","Pennsylvania","Saturday","March 13","1970-1979","1","0"
"1971","Villanova","Big East","Independent","Pennsylvania","Philadelphia","Kraft, Jack","18","0","0","92","89"," 90 - 99"," 80 - 89","Western Kentucky","2","National Semifinals","East","23","6","At Large","Conference USA","Ohio Valley","Kentucky","Bowling Green","7","0","0","Mideast","Houston","Texas","Thursday","March 25","1970-1979","1","0"
"1971","Western Kentucky","Conference USA","Ohio Valley","Kentucky","Bowling Green","Oldham, Johnny","7","0","0","74","72"," 70 - 79"," 70 - 79","Jacksonville","0","Round of 32","Mideast","20","5","Automatic","Atlantic Sun","Independent","Florida","Jacksonville","11","0","0","Mideast","South Bend","Indiana","Saturday","March 13","1970-1979","1","0"
"1971","Western Kentucky","Conference USA","Ohio Valley","Kentucky","Bowling Green","Oldham, Johnny","7","0","0","77","75"," 70 - 79"," 70 - 79","Kansas","0","National Third Place","Mideast","20","5","Automatic","Big Twelve","Big Eight","Kansas","Lawrence","4","0","0","Midwest","Houston","Texas","Saturday","March 27","1970-1979","1","0"
"1971","Western Kentucky","Conference USA","Ohio Valley","Kentucky","Bowling Green","Oldham, Johnny","7","0","0","107","83","100 or more"," 80 - 89","Kentucky","0","Sweet Sixteen","Mideast","20","5","Automatic","Southeastern","Southeastern","Kentucky","Lexington","8","0","0","Mideast","Athens","Georgia","Thursday","March 18","1970-1979","1","0"
"1971","Western Kentucky","Conference USA","Ohio Valley","Kentucky","Bowling Green","Oldham, Johnny","7","0","0","81","78"," 80 - 89"," 70 - 79","Ohio State","1","Elite Eight","Mideast","20","5","Automatic","Big Ten","Big Ten","Ohio","Columbus","10","0","0","Mideast","Athens","Georgia","Saturday","March 20","1970-1979","1","0"
"1972","Florida State","Atlantic Coast","Independent","Florida","Tallahassee","Durham, Hugh","10","0","0","83","81"," 80 - 89"," 80 - 89","Eastern Kentucky","0","Round of 32","Mideast","23","5","At Large","Ohio Valley","Ohio Valley","Kentucky","Richmond","0","0","0","Mideast","Knoxville","Tennessee","Saturday","March 11","1970-1979","1","0"
"1972","Florida State","Atlantic Coast","Independent","Florida","Tallahassee","Durham, Hugh","10","0","0","73","54"," 70 - 79"," 50 - 59","Kentucky","0","Elite Eight","Mideast","23","5","At Large","Southeastern","Southeastern","Kentucky","Lexington","18","0","0","Mideast","Dayton","Ohio","Saturday","March 18","1970-1979","1","0"
"1972","Florida State","Atlantic Coast","Independent","Florida","Tallahassee","Durham, Hugh","10","0","0","70","56"," 70 - 79"," 50 - 59","Minnesota","0","Sweet Sixteen","Mideast","23","5","At Large","Big Ten","Big Ten","Minnesota","Minneapolis","11","0","0","Mideast","Dayton","Ohio","Thursday","March 16","1970-1979","1","0"
"1972","Florida State","Atlantic Coast","Independent","Florida","Tallahassee","Durham, Hugh","10","0","0","79","75"," 70 - 79"," 70 - 79","North Carolina","0","National Semifinals","Mideast","23","5","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","2","0","0","East","Los Angeles","California","Thursday","March 23","1970-1979","1","0"
"1972","Kansas State","Big Twelve","Big Eight","Kansas","Manhattan","Hartman, Jack","0","0","0","66","55"," 60 - 69"," 50 - 59","Texas","0","Sweet Sixteen","Midwest","18","8","Automatic","Big Twelve","Southwest","Texas","Austin","0","0","0","Midwest","Ames","Iowa","Thursday","March 16","1970-1979","1","0"
"1972","Kentucky","Southeastern","Southeastern","Kentucky","Lexington","Rupp, Adolph","18","0","0","85","69"," 80 - 89"," 60 - 69","Marquette","0","Sweet Sixteen","Mideast","20","6","Automatic","Big East","Independent","Wisconsin","Milwaukee","7","0","0","Mideast","Dayton","Ohio","Thursday","March 16","1970-1979","1","0"
"1972","Long Beach State","Big West","Big West","California","Long Beach","Tarkanian, Jerry","5","0","0","95","90"," 90 - 99"," 90 - 99","Brigham Young","1","Round of 32","West","23","3","Automatic","West Coast","Western Athletic","Utah","Provo","9","0","0","West","Pocatello","Idaho","Saturday","March 11","1970-1979","1","0"
"1972","Long Beach State","Big West","Big West","California","Long Beach","Tarkanian, Jerry","5","0","0","75","55"," 70 - 79"," 50 - 59","San Francisco","0","Sweet Sixteen","West","23","3","Automatic","West Coast","West Coast","California","San Francisco","0","0","0","West","Provo","Utah","Saturday","March 18","1970-1979","1","0"
"1972","Louisiana-Lafayette","Sun Belt","Southland","Louisiana","Lafayette","Shipley, Beryl","8","0","0","112","101","100 or more","100 or more","Marshall","0","Round of 32","Midwest","23","3","At Large","Conference USA","Independent","West Virginia","Huntington","12","0","0","Midwest","Las Cruces","New Mexico","Saturday","March 11","1970-1979","1","0"
"1972","Louisiana-Lafayette","Sun Belt","Southland","Louisiana","Lafayette","Shipley, Beryl","8","0","0","100","70","100 or more"," 70 - 79","Texas","0","Regional Third Place","Midwest","23","3","At Large","Big Twelve","Southwest","Texas","Austin","0","0","0","Midwest","Ames","Iowa","Saturday","March 18","1970-1979","1","0"
"1972","Louisville","Atlantic Coast","Missouri Valley","Kentucky","Louisville","Crum, Denny","4","0","0","72","65"," 70 - 79"," 60 - 69","Kansas State","0","Elite Eight","Midwest","24","3","Automatic","Big Twelve","Big Eight","Kansas","Manhattan","0","0","0","Midwest","Ames","Iowa","Saturday","March 18","1970-1979","1","0"
"1972","Louisville","Atlantic Coast","Missouri Valley","Kentucky","Louisville","Crum, Denny","4","0","0","88","84"," 80 - 89"," 80 - 89","Louisiana-Lafayette","0","Sweet Sixteen","Midwest","24","3","Automatic","Sun Belt","Southland","Louisiana","Lafayette","8","0","0","Midwest","Ames","Iowa","Thursday","March 16","1970-1979","1","0"
"1972","Marquette","Big East","Independent","Wisconsin","Milwaukee","McGuire, Al","7","0","0","73","49"," 70 - 79","  0 - 49","Ohio","0","Round of 32","Mideast","24","2","At Large","Mid American","Mid American","Ohio","Athens","0","0","0","Mideast","Knoxville","Tennessee","Saturday","March 11","1970-1979","1","0"
"1972","Minnesota","Big Ten","Big Ten","Minnesota","Minneapolis","Musselman, Bill","11","0","0","77","72"," 70 - 79"," 70 - 79","Marquette","0","Regional Third Place","Mideast","17","6","Automatic","Big East","Independent","Wisconsin","Milwaukee","7","0","0","Mideast","Dayton","Ohio","Saturday","March 18","1970-1979","1","0"
"1972","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","2","0","0","105","91","100 or more"," 90 - 99","Louisville","0","National Third Place","East","23","4","Automatic","Atlantic Coast","Missouri Valley","Kentucky","Louisville","4","0","0","Midwest","Los Angeles","California","Saturday","March 25","1970-1979","1","0"
"1972","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","2","0","0","73","59"," 70 - 79"," 50 - 59","Pennsylvania","0","Elite Eight","East","23","4","Automatic","Ivy League","Ivy League","Pennsylvania","Philadelphia","3","0","0","East","Morgantown","West Virginia","Saturday","March 18","1970-1979","1","0"
"1972","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","2","0","0","92","69"," 90 - 99"," 60 - 69","South Carolina","0","Sweet Sixteen","East","23","4","Automatic","Southeastern","Independent","South Carolina","Columbia","6","0","0","East","Morgantown","West Virginia","Thursday","March 16","1970-1979","1","0"
"1972","Pennsylvania","Ivy League","Ivy League","Pennsylvania","Philadelphia","Daly, Chuck","3","0","0","76","60"," 70 - 79"," 60 - 69","Providence","0","Round of 32","East","23","2","Automatic","Big East","Independent","Rhode Island","Providence","0","0","0","East","Jamaica","New York","Saturday","March 11","1970-1979","1","0"
"1972","Pennsylvania","Ivy League","Ivy League","Pennsylvania","Philadelphia","Daly, Chuck","3","0","0","78","67"," 70 - 79"," 60 - 69","Villanova","0","Sweet Sixteen","East","23","2","Automatic","Big East","Independent","Pennsylvania","Philadelphia","15","0","0","East","Morgantown","West Virginia","Thursday","March 16","1970-1979","1","0"
"1972","San Francisco","West Coast","West Coast","California","San Francisco","Gaillard, Bob","0","0","0","74","64"," 70 - 79"," 60 - 69","Weber State","0","Regional Third Place","West","19","7","Automatic","Big Sky","Big Sky","Utah","Ogden","0","0","0","West","Provo","Utah","Monday","March 20","1970-1979","1","0"
"1972","South Carolina","Southeastern","Independent","South Carolina","Columbia","McGuire, Frank","6","0","0","53","51"," 50 - 59"," 50 - 59","Temple","0","Round of 32","East","22","4","At Large","American Athletic","East Coast","Pennsylvania","Philadelphia","0","0","0","East","Williamsburg","Pennsylvania","Saturday","March 11","1970-1979","1","0"
"1972","South Carolina","Southeastern","Independent","South Carolina","Columbia","McGuire, Frank","6","0","0","90","78"," 90 - 99"," 70 - 79","Villanova","0","Regional Third Place","East","22","4","At Large","Big East","Independent","Pennsylvania","Philadelphia","15","0","0","East","Morgantown","West Virginia","Saturday","March 18","1970-1979","1","0"
"1972","Texas","Big Twelve","Southwest","Texas","Austin","Black, Leon","0","0","0","85","74"," 80 - 89"," 70 - 79","Houston","0","Round of 32","Midwest","18","7","Automatic","American Athletic","Independent","Texas","Houston","0","0","0","Midwest","Las Cruces","New Mexico","Saturday","March 11","1970-1979","1","0"
"1972","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","81","76"," 80 - 89"," 70 - 79","Florida State","0","National Championship","West","26","0","Automatic","Atlantic Coast","Independent","Florida","Tallahassee","10","0","0","Mideast","Los Angeles","California","Saturday","March 25","1970-1979","1","0"
"1972","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","73","57"," 70 - 79"," 50 - 59","Long Beach State","0","Elite Eight","West","26","0","Automatic","Big West","Big West","California","Long Beach","5","0","0","West","Provo","Utah","Monday","March 20","1970-1979","1","0"
"1972","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","96","77"," 90 - 99"," 70 - 79","Louisville","0","National Semifinals","West","26","0","Automatic","Atlantic Coast","Missouri Valley","Kentucky","Louisville","4","0","0","Midwest","Los Angeles","California","Thursday","March 23","1970-1979","1","0"
"1972","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","1","0","0","90","58"," 90 - 99"," 50 - 59","Weber State","0","Sweet Sixteen","West","26","0","Automatic","Big Sky","Big Sky","Utah","Ogden","0","0","0","West","Provo","Utah","Saturday","March 18","1970-1979","1","0"
"1972","Villanova","Big East","Independent","Pennsylvania","Philadelphia","Kraft, Jack","15","0","0","85","70"," 80 - 89"," 70 - 79","East Carolina","0","Round of 32","East","19","6","At Large","American Athletic","Southern","North Carolina","Greenville","0","0","0","East","Princeton","New Jersey","Saturday","March 11","1970-1979","1","0"
